membership_id,parent_object_id,parent_object_name,parent_class_name,child_class_name,category,object_id,name,property_name,property_unit,property_value,band,date_to,date_from,memo,scenario_category,scenario,action,data_file_tag,data_file,variable_tag,timeslice_tag,timeslice,variable_name,variable
55,1,System,System,Generator,Oil IC,56,Brunswick,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
55,1,System,System,Generator,Oil IC,56,Brunswick,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Oil IC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Units,-,1.0,1,,2053-12-31T00:00:00,,Resource Portfolios,Contracted Renewable Generation,,,,,,,,
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level - Time Dependent,datafiles\Generator Unit Properties\Min Stable Level - Time Dependent.csv,,,,,
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Start Cost,$,0.0,1,,,,Generator Properties,Use Generic Properties,×,Max Capacity - Time Dependent,datafiles\Generator Unit Properties\Max Capacity - Time Dependent.csv,Geothermal Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Geothermal Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Geothermal Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Max Ramp Up,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity - Time Dependent,datafiles\Generator Unit Properties\Max Capacity - Time Dependent.csv,Geothermal Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Max Ramp Down,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity - Time Dependent,datafiles\Generator Unit Properties\Max Capacity - Time Dependent.csv,Geothermal Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Forced Outage Rate,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
56,1,System,System,Generator,Geothermal,57,Burdette Geothermal Power Plant,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Heat Rate Base,MMBtu/h,658.52875,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Heat Rate Incr,Btu/kWh,2246.3594,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Heat Rate Incr2,Btu/kWh²,0.010236411,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
57,1,System,System,Generator,NG CC,58,Chuck Lenzi 1_A,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Heat Rate Base,MMBtu/h,584.1398,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Heat Rate Incr,Btu/kWh,2943.6104,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Heat Rate Incr2,Btu/kWh²,0.008576078,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
58,1,System,System,Generator,NG CC,59,Chuck Lenzi 1_B,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Heat Rate Base,MMBtu/h,595.717,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Heat Rate Incr,Btu/kWh,2817.244,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Heat Rate Incr2,Btu/kWh²,0.009065612,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
59,1,System,System,Generator,NG CC,60,Chuck Lenzi 2_A,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Heat Rate Base,MMBtu/h,511.47974,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Heat Rate Incr,Btu/kWh,3601.5833,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Heat Rate Incr2,Btu/kWh²,0.0072831,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
60,1,System,System,Generator,NG CC,61,Chuck Lenzi 2_B,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
