membership_id,parent_object_id,parent_object_name,parent_class_name,child_class_name,category,object_id,name,property_name,property_unit,property_value,band,date_to,date_from,memo,scenario_category,scenario,action,data_file_tag,data_file,variable_tag,timeslice_tag,timeslice,variable_name,variable
151,1,System,System,Generator,NG CC,152,Tracy 4&5 CC,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
151,1,System,System,Generator,NG CC,152,Tracy 4&5 CC,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
151,1,System,System,Generator,NG CC,152,Tracy 4&5 CC,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
151,1,System,System,Generator,NG CC,152,Tracy 4&5 CC,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
151,1,System,System,Generator,NG CC,152,Tracy 4&5 CC,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Units,-,0.0,1,2049-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Heat Rate Base,MMBtu/h,731.0134,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Heat Rate Incr,Btu/kWh,1438.4602,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Heat Rate Incr2,Btu/kWh²,0.013103996,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
152,1,System,System,Generator,NG CC,153,"Tracy 8, 9, 10_A",Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Units,-,0.0,1,2049-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Heat Rate Base,MMBtu/h,742.6199,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Heat Rate Incr,Btu/kWh,1177.3464,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Heat Rate Incr2,Btu/kWh²,0.014136084,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
153,1,System,System,Generator,NG CC,154,"Tracy 8, 9, 10_B",Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Heat Rate Base,MMBtu/h,92.13767,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Heat Rate Incr,Btu/kWh,7185.9087,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Heat Rate Incr2,Btu/kWh²,0.0173279,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
154,1,System,System,Generator,Coal ST,155,TS Power Plant,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Coal ST Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Coal ST Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Forced Outage Rate,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
154,1,System,System,Generator,Coal ST,155,TS Power Plant,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
155,1,System,System,Generator,UPV - Standalone,156,Turquoise Nevada,Units,-,1.0,1,,2045-12-31T00:00:00,,Resource Portfolios,Contracted Renewable Generation,,,,,,,,
155,1,System,System,Generator,UPV - Standalone,156,Turquoise Nevada,Rating Factor,%,100.0,1,,,,Renewable Profiles,Shapes - NREL Weather Profile,×,,,Turquoise Nevada,,,UPV - 1998,Shapes\UPV\Y1998.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Units,-,1.0,1,,2032-12-31T00:00:00,,Resource Portfolios,Contracted Renewable Generation,,,,,,,,
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Start Cost,$,0.0,1,,,,Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Geothermal Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Geothermal Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Geothermal Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Max Ramp Up,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Geothermal Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Max Ramp Down,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Geothermal Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Forced Outage Rate,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
156,1,System,System,Generator,Geothermal,157,Tuscarora Geothermal,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Units,-,1.0,1,,2037-12-31T00:00:00,,Resource Portfolios,Contracted Renewable Generation,,,,,,,,
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Start Cost,$,0.0,1,,,,Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Geothermal Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Geothermal Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Geothermal Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Max Ramp Up,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Geothermal Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Max Ramp Down,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Geothermal Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Forced Outage Rate,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
157,1,System,System,Generator,Geothermal,158,USG San Emidio Geothermal,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Geothermal Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Heat Rate Base,MMBtu/h,251.97456,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Heat Rate Incr,Btu/kWh,7429.1973,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Heat Rate Incr2,Btu/kWh²,0.0054362,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Coal ST Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Coal ST Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Units Out,-,1.0,1,2025-09-01T00:00:00,2025-12-31T00:00:00,,Resource Portfolios,Valmy Gas Repower,,,,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
158,1,System,System,Generator,Coal ST,159,Valmy 1,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
158,1,System,System,Generator,Coal ST,159,Valmy 1,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Heat Rate Base,MMBtu/h,272.62137,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Heat Rate Incr,Btu/kWh,7240.2256,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Heat Rate Incr2,Btu/kWh²,0.00826276,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Coal ST Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Coal ST Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Coal ST Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Units Out,-,1.0,1,2026-01-01T00:00:00,2026-05-31T00:00:00,,Resource Portfolios,Valmy Gas Repower,,,,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
159,1,System,System,Generator,Coal ST,160,Valmy 2,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
159,1,System,System,Generator,Coal ST,160,Valmy 2,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Coal ST Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
